label,score,system_verdict,title_a,title_b,starts_a,starts_b,venue_a,venue_b,source_a,source_b,fingerprint_a,fingerprint_b
,0.415,distinct,Rainhard Fendrich,World Jump Day – Weltklasse Dreisprung in Linz,2026-07-11T00:00:00+02:00,2026-07-11T14:00:00+02:00,Domplatz Linz,TRANSDANUBIA Athletic.Sport.Zentrum,Klassik am Dom,linztermine.at (open data XML),rainhard fendrich|2026-07-11|,world jump day weltklasse dreisprung linz|2026-07-11|
,0.415,distinct,Rainhard Fendrich,Wortgottesfeier mit Caritas-Haussammlung,2026-07-11T00:00:00+02:00,2026-07-11T19:00:00+02:00,Domplatz Linz,Pfarrkirche Linz-St. Theresia,Klassik am Dom,Pfarre Linz-St. Theresia (Diözese Linz),rainhard fendrich|2026-07-11|,wortgottesfeier caritas haussammlung|2026-07-11|
,0.415,distinct,Rainhard Fendrich,Wudang Shan (Escape Room),2026-07-11T00:00:00+02:00,2026-07-11T20:00:00+02:00,Domplatz Linz,Escape Room Linz: Masters Of Escape,Klassik am Dom,linztermine.at (open data XML),rainhard fendrich|2026-07-11|,wudang shan escape room|2026-07-11|
,0.415,distinct,Rosenkranz,Sommerbespielung im Schaufenster: Kreisgeflüster,2026-07-11T18:15:00+02:00,2026-07-11T00:00:00+02:00,Pfarrkirche Linz-St. Theresia,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,Pfarre Linz-St. Theresia (Diözese Linz),linztermine.at (open data XML),rosenkranz|2026-07-11|,sommerbespielung schaufenster kreisgefluester|2026-07-11|
,0.415,distinct,Sommerbespielung im Schaufenster: Kreisgeflüster,Wochentagsmesse,2026-07-11T00:00:00+02:00,2026-07-11T08:00:00+02:00,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,"Urfahr-Christkönig - Wochentagskirche Urfahr-Christkönig, Linz",linztermine.at (open data XML),Pfarre Linz Christkönig,sommerbespielung schaufenster kreisgefluester|2026-07-11|,wochentagsmesse|2026-07-11|
,0.415,distinct,Escape Rooms bei Masters Of Escape,OPEN SUNDAY voestalpine OPEN SPACE,2026-07-12T20:00:00+02:00,2026-07-12T00:00:00+02:00,Escape Room Linz: Masters Of Escape,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,escape rooms masters escape|2026-07-12|,open sunday voestalpine open space|2026-07-12|9661:1900
,0.415,distinct,Eucharistiefeier,OPEN SUNDAY voestalpine OPEN SPACE,2026-07-12T09:30:00+02:00,2026-07-12T00:00:00+02:00,Pfarrgemeinde Urfahr-Hl. Geist,OK Linz,Pfarrgemeinde Urfahr - Heiliger Geist (Pfarre Urfahr),OÖ Kulturquartier,eucharistiefeier|2026-07-12|,open sunday voestalpine open space|2026-07-12|9661:1900
,0.415,distinct,Gottesdienst (Eucharistiefeier),OPEN SUNDAY voestalpine OPEN SPACE,2026-07-12T09:00:00+02:00,2026-07-12T00:00:00+02:00,Pfarrkirche Linz-St. Magdalena,OK Linz,Pfarre Urfahr - St. Magdalena (Diözese Linz),OÖ Kulturquartier,gottesdienst eucharistiefeier|2026-07-12|,open sunday voestalpine open space|2026-07-12|9661:1900
,0.415,distinct,Gottesdienst nach Sommerordnung,Monolog-Festival,2026-07-12T09:00:00+02:00,2026-07-12T00:00:00+02:00,"Urfahr-Christkönig - Pfarrkirche Linz-Christkönig, Linz",Linz Innenstadt,Pfarre Linz Christkönig,linztermine.at (open data XML),gottesdienst nach sommerordnung|2026-07-12|,monolog festival|2026-07-12|
,0.415,distinct,Gottesdienst nach Sommerordnung,OPEN SUNDAY voestalpine OPEN SPACE,2026-07-12T09:00:00+02:00,2026-07-12T00:00:00+02:00,"Urfahr-Christkönig - Pfarrkirche Linz-Christkönig, Linz",OK Linz,Pfarre Linz Christkönig,OÖ Kulturquartier,gottesdienst nach sommerordnung|2026-07-12|,open sunday voestalpine open space|2026-07-12|9661:1900
,0.415,distinct,Das Josef Sonntagsfrühstück,OPEN SUNDAY voestalpine OPEN SPACE,2026-07-12T09:00:00+02:00,2026-07-12T00:00:00+02:00,Josef Linz,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,josef sonntagsfruehstueck|2026-07-12|,open sunday voestalpine open space|2026-07-12|9661:1900
,0.415,distinct,Masterclass,OPEN SUNDAY voestalpine OPEN SPACE,2026-07-12T18:00:00+02:00,2026-07-12T00:00:00+02:00,Sportunion Tanzsportklub Linz,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,masterclass|2026-07-12|,open sunday voestalpine open space|2026-07-12|9661:1900
,0.415,distinct,Mission: Das Indoor Team – Abenteuer für die ganze Familie,OPEN SUNDAY voestalpine OPEN SPACE,2026-07-12T13:00:00+02:00,2026-07-12T00:00:00+02:00,Missiongames Linz,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,mission indoor team abenteuer ganze familie|2026-07-12|,open sunday voestalpine open space|2026-07-12|9661:1900
,0.415,distinct,Mission: Das Indoor Team – Abenteuer für die ganze Familie,Sommerordnung der Gottesdienste (Christkönig),2026-07-12T13:00:00+02:00,2026-07-12T00:00:00+02:00,Missiongames Linz,Pfarrgemeinde Urfahr-Christkönig,linztermine.at (open data XML),Pfarre Urfahr - St. Junia (Diözese Linz),mission indoor team abenteuer ganze familie|2026-07-12|,sommerordnung gottesdienste christkoenig|2026-07-12|
,0.415,distinct,Monolog-Festival,Sommerordnung der Gottesdienste (Christkönig),2026-07-12T00:00:00+02:00,2026-07-12T00:00:00+02:00,Linz Innenstadt,Pfarrgemeinde Urfahr-Christkönig,linztermine.at (open data XML),Pfarre Urfahr - St. Junia (Diözese Linz),monolog festival|2026-07-12|,sommerordnung gottesdienste christkoenig|2026-07-12|
,0.415,distinct,Monolog-Festival,Wortgottesfeier mit Caritas-Haussammlung,2026-07-12T00:00:00+02:00,2026-07-12T10:00:00+02:00,Linz Innenstadt,Pfarrkirche Linz-St. Theresia,linztermine.at (open data XML),Pfarre Linz-St. Theresia (Diözese Linz),monolog festival|2026-07-12|,wortgottesfeier caritas haussammlung|2026-07-12|
,0.415,distinct,Open Sunday – voestalpine Open Space,Sommerordnung der Gottesdienste (Christkönig),2026-07-12T11:00:00+02:00,2026-07-12T00:00:00+02:00,OK Linz,Pfarrgemeinde Urfahr-Christkönig,linztermine.at (open data XML),Pfarre Urfahr - St. Junia (Diözese Linz),open sunday voestalpine open space|2026-07-12|,sommerordnung gottesdienste christkoenig|2026-07-12|
,0.415,distinct,OPEN SUNDAY voestalpine OPEN SPACE,Peter Fellner: Glumpert,2026-07-12T00:00:00+02:00,2026-07-12T10:00:00+02:00,OK Linz,OK Linz,OÖ Kulturquartier,linztermine.at (open data XML),open sunday voestalpine open space|2026-07-12|9661:1900,peter fellner glumpert|2026-07-12|
,0.415,distinct,OPEN SUNDAY voestalpine OPEN SPACE,Prison Break (Escape Room),2026-07-12T00:00:00+02:00,2026-07-12T20:00:00+02:00,OK Linz,Escape Room Linz: Masters Of Escape,OÖ Kulturquartier,linztermine.at (open data XML),open sunday voestalpine open space|2026-07-12|9661:1900,prison break escape room|2026-07-12|
,0.415,distinct,OPEN SUNDAY voestalpine OPEN SPACE,Sommerordnung der Gottesdienste (Christkönig),2026-07-12T00:00:00+02:00,2026-07-12T00:00:00+02:00,OK Linz,Pfarrgemeinde Urfahr-Christkönig,OÖ Kulturquartier,Pfarre Urfahr - St. Junia (Diözese Linz),open sunday voestalpine open space|2026-07-12|9661:1900,sommerordnung gottesdienste christkoenig|2026-07-12|
,0.415,distinct,OPEN SUNDAY voestalpine OPEN SPACE,Wortgottesfeier mit Caritas-Haussammlung,2026-07-12T00:00:00+02:00,2026-07-12T10:00:00+02:00,OK Linz,Pfarrkirche Linz-St. Theresia,OÖ Kulturquartier,Pfarre Linz-St. Theresia (Diözese Linz),open sunday voestalpine open space|2026-07-12|9661:1900,wortgottesfeier caritas haussammlung|2026-07-12|
,0.415,distinct,OPEN SUNDAY voestalpine OPEN SPACE,Wudang Shan (Escape Room),2026-07-12T00:00:00+02:00,2026-07-12T20:00:00+02:00,OK Linz,Escape Room Linz: Masters Of Escape,OÖ Kulturquartier,linztermine.at (open data XML),open sunday voestalpine open space|2026-07-12|9661:1900,wudang shan escape room|2026-07-12|
,0.415,distinct,Peter Fellner: Glumpert,Sommerordnung der Gottesdienste (Christkönig),2026-07-12T10:00:00+02:00,2026-07-12T00:00:00+02:00,OK Linz,Pfarrgemeinde Urfahr-Christkönig,linztermine.at (open data XML),Pfarre Urfahr - St. Junia (Diözese Linz),peter fellner glumpert|2026-07-12|,sommerordnung gottesdienste christkoenig|2026-07-12|
,0.415,distinct,Sommerordnung der Gottesdienste (Christkönig),Die Zwerge freuen sich auf den Besuch,2026-07-12T00:00:00+02:00,2026-07-12T10:00:00+02:00,Pfarrgemeinde Urfahr-Christkönig,Linz Linien Grottenbahn,Pfarre Urfahr - St. Junia (Diözese Linz),linztermine.at (open data XML),sommerordnung gottesdienste christkoenig|2026-07-12|,zwerge freuen sich besuch|2026-07-12|
,0.415,distinct,Aikido Training (Donnerstag),Habilitationskolloquium,2026-07-09T19:00:00+02:00,2026-07-09T00:00:00+02:00,"Ausbildungszentrum am Neuromed Campus, Niedernharter Str. 20, 4020 Linz","JKU medLOFT, Gebäude ADM, 9. Stock MED Campus I",EnShinKai Aikido Dojo Linz,JKU Events,aikido training donnerstag|2026-07-09|,habilitationskolloquium|2026-07-09|9667:1905
,0.415,distinct,Aerial Kids – Anfänger*innen: Einstieg jederzeit möglich,Ballett-Hobbykurse für Erwachsene,2026-07-07T16:30:00+02:00,2026-07-07T00:00:00+02:00,Studio 3,Dance Center Jane Gardner – York Studios,linztermine.at (open data XML),DANCE CENTER Jane Gardner - YORK STUDIOS,aerial kids anfaenger innen einstieg jederzeit moeglich|2026-07-07|,ballett hobbykurse erwachsene|2026-07-07|
,0.415,distinct,Family Paket,Wiedereröffnung der voestalpine Stahlwelt - Touren ab 13. Juli,2026-07-13T09:30:00+02:00,2026-07-13T00:00:00+02:00,voestalpine Stahlwelt,voestalpine Stahlwelt,linztermine.at (open data XML),voestalpine Stahlwelt,family paket|2026-07-13|,wiedereroeffnung voestalpine stahlwelt touren ab juli|2026-07-13|
,0.415,distinct,Ausnahmezustand,OK Platz Sommerfest,2026-07-03T10:00:00+02:00,2026-07-03T00:00:00+02:00,TRIBÜNE LINZ Theater am Südbahnhofmarkt,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,ausnahmezustand|2026-07-03|,ok platz sommerfest|2026-07-03|9661:1900
,0.415,distinct,Dance Night,OK Platz Sommerfest,2026-07-03T20:30:00+02:00,2026-07-03T00:00:00+02:00,Sportunion Tanzsportklub Linz,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,dance night|2026-07-03|,ok platz sommerfest|2026-07-03|9661:1900
,0.415,distinct,Escape Rooms bei Masters Of Escape,OK Platz Sommerfest,2026-07-03T20:00:00+02:00,2026-07-03T00:00:00+02:00,Escape Room Linz: Masters Of Escape,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,escape rooms masters escape|2026-07-03|,ok platz sommerfest|2026-07-03|9661:1900
,0.415,distinct,Fotoausstellung Beifang,OK Platz Sommerfest,2026-07-03T09:00:00+02:00,2026-07-03T00:00:00+02:00,Fotogalerie OÖ im OÖ Kulturquartier,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,fotoausstellung beifang|2026-07-03|,ok platz sommerfest|2026-07-03|9661:1900
,0.415,distinct,Im GEHspräch: invasive Pflanzen | NEOPHYTEN,OK Platz Sommerfest,2026-07-03T14:00:00+02:00,2026-07-03T00:00:00+02:00,Linz,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,gehspraech invasive pflanzen neophyten|2026-07-03|,ok platz sommerfest|2026-07-03|9661:1900
,0.415,distinct,Mission: Das Indoor Team – Abenteuer für die ganze Familie,OK Platz Sommerfest,2026-07-03T14:00:00+02:00,2026-07-03T00:00:00+02:00,Missiongames Linz,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,mission indoor team abenteuer ganze familie|2026-07-03|,ok platz sommerfest|2026-07-03|9661:1900
,0.415,distinct,OK Platz Sommerfest,Peter Fellner: Glumpert,2026-07-03T00:00:00+02:00,2026-07-03T10:00:00+02:00,OK Linz,OK Linz,OÖ Kulturquartier,linztermine.at (open data XML),ok platz sommerfest|2026-07-03|9661:1900,peter fellner glumpert|2026-07-03|
,0.415,distinct,OK Platz Sommerfest,Prison Break (Escape Room),2026-07-03T00:00:00+02:00,2026-07-03T20:00:00+02:00,OK Linz,Escape Room Linz: Masters Of Escape,OÖ Kulturquartier,linztermine.at (open data XML),ok platz sommerfest|2026-07-03|9661:1900,prison break escape room|2026-07-03|
,0.415,distinct,OK Platz Sommerfest,Tour der Linzer Innovation 2026,2026-07-03T00:00:00+02:00,2026-07-03T10:00:00+02:00,OK Linz,Linz Innenstadt,OÖ Kulturquartier,linztermine.at (open data XML),ok platz sommerfest|2026-07-03|9661:1900,tour linzer innovation|2026-07-03|
,0.415,distinct,OK Platz Sommerfest,Weltmeisterlicher Fußball Live im Cineplexx Linz,2026-07-03T00:00:00+02:00,2026-07-03T20:00:00+02:00,OK Linz,Cineplexx Linz,OÖ Kulturquartier,linztermine.at (open data XML),ok platz sommerfest|2026-07-03|9661:1900,weltmeisterlicher fussball live cineplexx linz|2026-07-03|
,0.415,distinct,OK Platz Sommerfest,Wudang Shan (Escape Room),2026-07-03T00:00:00+02:00,2026-07-03T20:00:00+02:00,OK Linz,Escape Room Linz: Masters Of Escape,OÖ Kulturquartier,linztermine.at (open data XML),ok platz sommerfest|2026-07-03|9661:1900,wudang shan escape room|2026-07-03|
,0.415,distinct,OK Platz Sommerfest,Die Zwerge freuen sich auf den Besuch,2026-07-03T00:00:00+02:00,2026-07-03T10:00:00+02:00,OK Linz,Linz Linien Grottenbahn,OÖ Kulturquartier,linztermine.at (open data XML),ok platz sommerfest|2026-07-03|9661:1900,zwerge freuen sich besuch|2026-07-03|
,0.415,distinct,"Ballett ""Cinderella""",Traces of life – Young@Art Art Award 2026,2026-07-04T18:00:00+02:00,2026-07-04T00:00:00+02:00,Theater Maestro Linz,Ursulinenhof Linz,linztermine.at (open data XML),OÖ Kulturquartier,ballett cinderella|2026-07-04|,traces life young art art award|2026-07-04|9661:1900
,0.415,distinct,Business Starter Info,Fotoausstellung Beifang,2026-07-04T00:00:00+02:00,2026-07-04T09:00:00+02:00,Courtyard Linz,Fotogalerie OÖ im OÖ Kulturquartier,Eventbrite Linz,linztermine.at (open data XML),business starter info|2026-07-04|9660:1903,fotoausstellung beifang|2026-07-04|
,0.415,distinct,Business Starter Info,Prison Break (Escape Room),2026-07-04T00:00:00+02:00,2026-07-04T20:00:00+02:00,Courtyard Linz,Escape Room Linz: Masters Of Escape,Eventbrite Linz,linztermine.at (open data XML),business starter info|2026-07-04|9660:1903,prison break escape room|2026-07-04|
,0.415,distinct,Business Starter Info,Sommerfest,2026-07-04T00:00:00+02:00,2026-07-04T10:00:00+02:00,Courtyard Linz,ASKÖ Linz Steg,Eventbrite Linz,linztermine.at (open data XML),business starter info|2026-07-04|9660:1903,sommerfest|2026-07-04|
,0.415,distinct,Business Starter Info,Wudang Shan (Escape Room),2026-07-04T00:00:00+02:00,2026-07-04T20:00:00+02:00,Courtyard Linz,Escape Room Linz: Masters Of Escape,Eventbrite Linz,linztermine.at (open data XML),business starter info|2026-07-04|9660:1903,wudang shan escape room|2026-07-04|
,0.415,distinct,Business Starter Info,Die Zwerge freuen sich auf den Besuch,2026-07-04T00:00:00+02:00,2026-07-04T10:00:00+02:00,Courtyard Linz,Linz Linien Grottenbahn,Eventbrite Linz,linztermine.at (open data XML),business starter info|2026-07-04|9660:1903,zwerge freuen sich besuch|2026-07-04|
,0.415,distinct,Carlos Motta: Pleas of Resistance,Traces of life – Young@Art Art Award 2026,2026-07-04T10:00:00+02:00,2026-07-04T00:00:00+02:00,OK Linz,Ursulinenhof Linz,linztermine.at (open data XML),OÖ Kulturquartier,carlos motta pleas resistance|2026-07-04|,traces life young art art award|2026-07-04|9661:1900
,0.415,distinct,Escape Rooms bei Masters Of Escape,Traces of life – Young@Art Art Award 2026,2026-07-04T20:00:00+02:00,2026-07-04T00:00:00+02:00,Escape Room Linz: Masters Of Escape,Ursulinenhof Linz,linztermine.at (open data XML),OÖ Kulturquartier,escape rooms masters escape|2026-07-04|,traces life young art art award|2026-07-04|9661:1900
,0.415,distinct,Mission: Das Indoor Team – Abenteuer für die ganze Familie,Traces of life – Young@Art Art Award 2026,2026-07-04T13:00:00+02:00,2026-07-04T00:00:00+02:00,Missiongames Linz,Ursulinenhof Linz,linztermine.at (open data XML),OÖ Kulturquartier,mission indoor team abenteuer ganze familie|2026-07-04|,traces life young art art award|2026-07-04|9661:1900
,0.415,distinct,Prison Break (Escape Room),Traces of life – Young@Art Art Award 2026,2026-07-04T20:00:00+02:00,2026-07-04T00:00:00+02:00,Escape Room Linz: Masters Of Escape,Ursulinenhof Linz,linztermine.at (open data XML),OÖ Kulturquartier,prison break escape room|2026-07-04|,traces life young art art award|2026-07-04|9661:1900
,0.415,distinct,Sommerfest,Traces of life – Young@Art Art Award 2026,2026-07-04T10:00:00+02:00,2026-07-04T00:00:00+02:00,ASKÖ Linz Steg,Ursulinenhof Linz,linztermine.at (open data XML),OÖ Kulturquartier,sommerfest|2026-07-04|,traces life young art art award|2026-07-04|9661:1900
,0.415,distinct,Sommer,Traces of life – Young@Art Art Award 2026,2026-07-04T10:00:00+02:00,2026-07-04T00:00:00+02:00,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,Ursulinenhof Linz,linztermine.at (open data XML),OÖ Kulturquartier,sommer|2026-07-04|,traces life young art art award|2026-07-04|9661:1900
,0.415,distinct,Traces of life – Young@Art Art Award 2026,Die Zwerge freuen sich auf den Besuch,2026-07-04T00:00:00+02:00,2026-07-04T10:00:00+02:00,Ursulinenhof Linz,Linz Linien Grottenbahn,OÖ Kulturquartier,linztermine.at (open data XML),traces life young art art award|2026-07-04|9661:1900,zwerge freuen sich besuch|2026-07-04|
,0.415,distinct,BAUERN | SCHACH | NOVELLEN (Theater),Dietmar Brehm: Punkt und Echo,2026-07-04T00:00:00+02:00,2026-07-04T10:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,OÖ Kulturquartier,linztermine.at (open data XML),bauern schach novellen theater|2026-07-04|9661:1900,dietmar brehm punkt echo|2026-07-04|
,0.415,distinct,communale oö 2026: Bauern­krieg 1626 – Zwischen Geschichte und Fiktion,Familien­sonntag – Archäologie,2026-07-05T10:00:00+02:00,2026-07-05T00:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,linztermine.at (open data XML),OÖ Kulturquartier,communale ooe bauernkrieg zwischen geschichte fiktion|2026-07-05|,familiensonntag archaeologie|2026-07-05|9661:1900
,0.415,distinct,Dietmar Brehm: Punkt und Echo,Familien­sonntag – Archäologie,2026-07-05T10:00:00+02:00,2026-07-05T00:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,linztermine.at (open data XML),OÖ Kulturquartier,dietmar brehm punkt echo|2026-07-05|,familiensonntag archaeologie|2026-07-05|9661:1900
,0.415,distinct,Familien­sonntag – Archäologie,Gerhard Haderer,2026-07-05T00:00:00+02:00,2026-07-05T10:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,OÖ Kulturquartier,linztermine.at (open data XML),familiensonntag archaeologie|2026-07-05|9661:1900,gerhard haderer|2026-07-05|
,0.415,distinct,Familien­sonntag – Archäologie,Die Oberösterreicherin. Dirndl.Kleid,2026-07-05T00:00:00+02:00,2026-07-05T10:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,OÖ Kulturquartier,linztermine.at (open data XML),familiensonntag archaeologie|2026-07-05|9661:1900,oberoesterreicherin dirndl kleid|2026-07-05|
,0.415,distinct,Familien­sonntag – Archäologie,Schlossmuseum Dauerausstellungen,2026-07-05T00:00:00+02:00,2026-07-05T10:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,OÖ Kulturquartier,linztermine.at (open data XML),familiensonntag archaeologie|2026-07-05|9661:1900,schlossmuseum dauerausstellungen|2026-07-05|
,0.415,distinct,Familien­sonntag – Archäologie,Waldreich: Der Wald und Wir!,2026-07-05T00:00:00+02:00,2026-07-05T10:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,OÖ Kulturquartier,linztermine.at (open data XML),familiensonntag archaeologie|2026-07-05|9661:1900,waldreich wald wir|2026-07-05|
,0.415,distinct,Escape Rooms bei Masters Of Escape,OPEN SUNDAY voestalpine OPEN SPACE,2026-07-05T20:00:00+02:00,2026-07-05T00:00:00+02:00,Escape Room Linz: Masters Of Escape,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,escape rooms masters escape|2026-07-05|,open sunday voestalpine open space|2026-07-05|9661:1900
,0.415,distinct,Das Josef Sonntagsfrühstück,OPEN SUNDAY voestalpine OPEN SPACE,2026-07-05T09:00:00+02:00,2026-07-05T00:00:00+02:00,Josef Linz,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,josef sonntagsfruehstueck|2026-07-05|,open sunday voestalpine open space|2026-07-05|9661:1900
,0.415,distinct,Masterclass,OPEN SUNDAY voestalpine OPEN SPACE,2026-07-05T18:00:00+02:00,2026-07-05T00:00:00+02:00,Sportunion Tanzsportklub Linz,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,masterclass|2026-07-05|,open sunday voestalpine open space|2026-07-05|9661:1900
,0.415,distinct,Mission: Das Indoor Team – Abenteuer für die ganze Familie,OPEN SUNDAY voestalpine OPEN SPACE,2026-07-05T13:00:00+02:00,2026-07-05T00:00:00+02:00,Missiongames Linz,OK Linz,linztermine.at (open data XML),OÖ Kulturquartier,mission indoor team abenteuer ganze familie|2026-07-05|,open sunday voestalpine open space|2026-07-05|9661:1900
,0.415,distinct,OPEN SUNDAY voestalpine OPEN SPACE,Peter Fellner: Glumpert,2026-07-05T00:00:00+02:00,2026-07-05T10:00:00+02:00,OK Linz,OK Linz,OÖ Kulturquartier,linztermine.at (open data XML),open sunday voestalpine open space|2026-07-05|9661:1900,peter fellner glumpert|2026-07-05|
,0.415,distinct,OPEN SUNDAY voestalpine OPEN SPACE,Prison Break (Escape Room),2026-07-05T00:00:00+02:00,2026-07-05T20:00:00+02:00,OK Linz,Escape Room Linz: Masters Of Escape,OÖ Kulturquartier,linztermine.at (open data XML),open sunday voestalpine open space|2026-07-05|9661:1900,prison break escape room|2026-07-05|
,0.415,distinct,OPEN SUNDAY voestalpine OPEN SPACE,Der Tanz des Vergessens,2026-07-05T00:00:00+02:00,2026-07-05T19:30:00+02:00,OK Linz,TRIBÜNE LINZ Theater am Südbahnhofmarkt,OÖ Kulturquartier,linztermine.at (open data XML),open sunday voestalpine open space|2026-07-05|9661:1900,tanz vergessens|2026-07-05|
,0.415,distinct,OPEN SUNDAY voestalpine OPEN SPACE,Wudang Shan (Escape Room),2026-07-05T00:00:00+02:00,2026-07-05T20:00:00+02:00,OK Linz,Escape Room Linz: Masters Of Escape,OÖ Kulturquartier,linztermine.at (open data XML),open sunday voestalpine open space|2026-07-05|9661:1900,wudang shan escape room|2026-07-05|
,0.415,distinct,Karaoke-Party & Alm-Liebe,Monolog-Festival,2026-07-09T22:00:00+02:00,2026-07-09T00:00:00+02:00,Linzer Alm,Linz Innenstadt,Linzer Alm,linztermine.at (open data XML),karaoke party alm liebe|2026-07-09|,monolog festival|2026-07-09|
,0.415,distinct,Karaoke-Party & Alm-Liebe,Sommerbespielung im Schaufenster: Kreisgeflüster,2026-07-09T22:00:00+02:00,2026-07-09T00:00:00+02:00,Linzer Alm,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,Linzer Alm,linztermine.at (open data XML),karaoke party alm liebe|2026-07-09|,sommerbespielung schaufenster kreisgefluester|2026-07-09|
,0.415,distinct,Monolog-Festival,Wochentagsmesse,2026-07-09T00:00:00+02:00,2026-07-09T08:00:00+02:00,Linz Innenstadt,"Urfahr-Christkönig - Wochentagskirche Urfahr-Christkönig, Linz",linztermine.at (open data XML),Pfarre Linz Christkönig,monolog festival|2026-07-09|,wochentagsmesse|2026-07-09|
,0.415,distinct,Sommerbespielung im Schaufenster: Kreisgeflüster,Wochentagsmesse,2026-07-09T00:00:00+02:00,2026-07-09T08:00:00+02:00,Clubgalerie der Dr. Ernst Koref-Stiftung im OÖ Kulturquartier,"Urfahr-Christkönig - Wochentagskirche Urfahr-Christkönig, Linz",linztermine.at (open data XML),Pfarre Linz Christkönig,sommerbespielung schaufenster kreisgefluester|2026-07-09|,wochentagsmesse|2026-07-09|
,0.415,distinct,Dietmar Brehm: Punkt und Echo,Erinnerungscafé Bauernkrieg 1626. Zwischen Fiktion und Geschichte,2026-07-09T10:00:00+02:00,2026-07-09T00:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,linztermine.at (open data XML),OÖ Kulturquartier,dietmar brehm punkt echo|2026-07-09|,erinnerungscafe bauernkrieg zwischen fiktion geschichte|2026-07-09|9661:1900
,0.415,distinct,Dietmar Brehm: Punkt und Echo,Grafische Schätze aus der Sammlung Kastner,2026-07-10T10:00:00+02:00,2026-07-10T00:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,linztermine.at (open data XML),OÖ Kulturquartier,dietmar brehm punkt echo|2026-07-10|,grafische schaetze aus sammlung kastner|2026-07-10|9661:1900
,0.415,distinct,Grafische Schätze aus der Sammlung Kastner,Waldreich: Der Wald und Wir!,2026-07-10T00:00:00+02:00,2026-07-10T10:00:00+02:00,Schlossmuseum Linz,Schlossmuseum Linz,OÖ Kulturquartier,linztermine.at (open data XML),grafische schaetze aus sammlung kastner|2026-07-10|9661:1900,waldreich wald wir|2026-07-10|
,0.415,distinct,Escape Rooms bei Masters Of Escape,Ferienspiel der Stadtbibliothek 2026,2026-07-13T20:00:00+02:00,2026-07-13T00:00:00+02:00,Escape Room Linz: Masters Of Escape,Alle Standorte der Stadtbibliothek Linz,linztermine.at (open data XML),Stadtbibliothek Linz,escape rooms masters escape|2026-07-13|,ferienspiel stadtbibliothek|2026-07-13|9658:1901
,0.415,distinct,Ferienspiel der Stadtbibliothek 2026,Heimstunde - Montag 18:30-20:00,2026-07-13T00:00:00+02:00,2026-07-13T18:30:00+02:00,Alle Standorte der Stadtbibliothek Linz,Pfarre Hl. Geist,Stadtbibliothek Linz,Pfadfinder*innengruppe Linz 12 – Urfahr (Linz 12),ferienspiel stadtbibliothek|2026-07-13|9658:1901,heimstunde montag|2026-07-13|
,0.415,distinct,Ferienspiel der Stadtbibliothek 2026,KinderUni Linz,2026-07-13T00:00:00+02:00,2026-07-13T08:45:00+02:00,Alle Standorte der Stadtbibliothek Linz,Linz Innenstadt,Stadtbibliothek Linz,linztermine.at (open data XML),ferienspiel stadtbibliothek|2026-07-13|9658:1901,kinderuni linz|2026-07-13|
,0.415,distinct,Ferienspiel der Stadtbibliothek 2026,Prison Break (Escape Room),2026-07-13T00:00:00+02:00,2026-07-13T20:00:00+02:00,Alle Standorte der Stadtbibliothek Linz,Escape Room Linz: Masters Of Escape,Stadtbibliothek Linz,linztermine.at (open data XML),ferienspiel stadtbibliothek|2026-07-13|9658:1901,prison break escape room|2026-07-13|
,0.415,distinct,Ferienspiel der Stadtbibliothek 2026,Sommerkino 2026,2026-07-13T00:00:00+02:00,2026-07-13T21:15:00+02:00,Alle Standorte der Stadtbibliothek Linz,Priesterseminar der Diözese Linz,Stadtbibliothek Linz,linztermine.at (open data XML),ferienspiel stadtbibliothek|2026-07-13|9658:1901,sommerkino|2026-07-13|
